CRITERIA,PAIN_CAT,ICD_VERSION,ICD9_OR_10,ICD_DESC
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42146K,"Nondisplaced fracture of glenoid cavity of scapula, unspecified shoulder, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42146P,"Nondisplaced fracture of glenoid cavity of scapula, unspecified shoulder, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42151K,"Displaced fracture of neck of scapula, right shoulder, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42151P,"Displaced fracture of neck of scapula, right shoulder, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42152K,"Displaced fracture of neck of scapula, left shoulder, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42152P,"Displaced fracture of neck of scapula, left shoulder, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42153K,"Displaced fracture of neck of scapula, unspecified shoulder, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42153P,"Displaced fracture of neck of scapula, unspecified shoulder, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42154K,"Nondisplaced fracture of neck of scapula, right shoulder, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42154P,"Nondisplaced fracture of neck of scapula, right shoulder, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42155K,"Nondisplaced fracture of neck of scapula, left shoulder, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42155P,"Nondisplaced fracture of neck of scapula, left shoulder, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42156K,"Nondisplaced fracture of neck of scapula, unspecified shoulder, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42156P,"Nondisplaced fracture of neck of scapula, unspecified shoulder, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42191K,"Fracture of other part of scapula, right shoulder, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42191P,"Fracture of other part of scapula, right shoulder, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42192K,"Fracture of other part of scapula, left shoulder, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42192P,"Fracture of other part of scapula, left shoulder, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42199K,"Fracture of other part of scapula, unspecified shoulder, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42199P,"Fracture of other part of scapula, unspecified shoulder, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42201K,"Unspecified fracture of upper end of right humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42201P,"Unspecified fracture of upper end of right humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42202K,"Unspecified fracture of upper end of left humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42202P,"Unspecified fracture of upper end of left humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42209K,"Unspecified fracture of upper end of unspecified humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42209P,"Unspecified fracture of upper end of unspecified humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42211K,"Unspecified displaced fracture of surgical neck of right humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42211P,"Unspecified displaced fracture of surgical neck of right humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42212K,"Unspecified displaced fracture of surgical neck of left humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42212P,"Unspecified displaced fracture of surgical neck of left humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42213K,"Unspecified displaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42213P,"Unspecified displaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42214K,"Unspecified nondisplaced fracture of surgical neck of right humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42214P,"Unspecified nondisplaced fracture of surgical neck of right humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42215K,"Unspecified nondisplaced fracture of surgical neck of left humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42215P,"Unspecified nondisplaced fracture of surgical neck of left humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42216K,"Unspecified nondisplaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42216P,"Unspecified nondisplaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42221K,"2-part displaced fracture of surgical neck of right humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42221P,"2-part displaced fracture of surgical neck of right humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42222K,"2-part displaced fracture of surgical neck of left humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42222P,"2-part displaced fracture of surgical neck of left humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42223K,"2-part displaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42223P,"2-part displaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42224K,"2-part nondisplaced fracture of surgical neck of right humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42224P,"2-part nondisplaced fracture of surgical neck of right humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42225K,"2-part nondisplaced fracture of surgical neck of left humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42225P,"2-part nondisplaced fracture of surgical neck of left humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42226K,"2-part nondisplaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42226P,"2-part nondisplaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42231K,"3-part fracture of surgical neck of right humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42231P,"3-part fracture of surgical neck of right humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42232K,"3-part fracture of surgical neck of left humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42232P,"3-part fracture of surgical neck of left humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42239K,"3-part fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42239P,"3-part fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42241K,"4-part fracture of surgical neck of right humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42241P,"4-part fracture of surgical neck of right humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42242K,"4-part fracture of surgical neck of left humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42242P,"4-part fracture of surgical neck of left humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42249K,"4-part fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42249P,"4-part fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42251K,"Displaced fracture of greater tuberosity of right humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42251P,"Displaced fracture of greater tuberosity of right humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42252K,"Displaced fracture of greater tuberosity of left humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42252P,"Displaced fracture of greater tuberosity of left humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42253K,"Displaced fracture of greater tuberosity of unspecified humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42253P,"Displaced fracture of greater tuberosity of unspecified humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42254K,"Nondisplaced fracture of greater tuberosity of right humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42254P,"Nondisplaced fracture of greater tuberosity of right humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42255K,"Nondisplaced fracture of greater tuberosity of left humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42255P,"Nondisplaced fracture of greater tuberosity of left humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42256K,"Nondisplaced fracture of greater tuberosity of unspecified humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42256P,"Nondisplaced fracture of greater tuberosity of unspecified humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42261K,"Displaced fracture of lesser tuberosity of right humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42261P,"Displaced fracture of lesser tuberosity of right humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42262K,"Displaced fracture of lesser tuberosity of left humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42262P,"Displaced fracture of lesser tuberosity of left humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42263K,"Displaced fracture of lesser tuberosity of unspecified humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42263P,"Displaced fracture of lesser tuberosity of unspecified humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42264K,"Nondisplaced fracture of lesser tuberosity of right humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42264P,"Nondisplaced fracture of lesser tuberosity of right humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42265K,"Nondisplaced fracture of lesser tuberosity of left humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42265P,"Nondisplaced fracture of lesser tuberosity of left humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42266K,"Nondisplaced fracture of lesser tuberosity of unspecified humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42266P,"Nondisplaced fracture of lesser tuberosity of unspecified humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42271K,"Torus fracture of upper end of right humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42271P,"Torus fracture of upper end of right humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42272K,"Torus fracture of upper end of left humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42272P,"Torus fracture of upper end of left humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42279K,"Torus fracture of upper end of unspecified humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42279P,"Torus fracture of upper end of unspecified humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42291K,"Other displaced fracture of upper end of right humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42291P,"Other displaced fracture of upper end of right humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42292K,"Other displaced fracture of upper end of left humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42292P,"Other displaced fracture of upper end of left humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42293K,"Other displaced fracture of upper end of unspecified humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42293P,"Other displaced fracture of upper end of unspecified humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42294K,"Other nondisplaced fracture of upper end of right humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42294P,"Other nondisplaced fracture of upper end of right humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42295K,"Other nondisplaced fracture of upper end of left humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42295P,"Other nondisplaced fracture of upper end of left humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42296K,"Other nondisplaced fracture of upper end of unspecified humerus, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42296P,"Other nondisplaced fracture of upper end of unspecified humerus, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42301K,"Unspecified fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42301P,"Unspecified fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42302K,"Unspecified fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42302P,"Unspecified fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42309K,"Unspecified fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42309P,"Unspecified fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42311K,"Greenstick fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42311P,"Greenstick fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42312K,"Greenstick fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42312P,"Greenstick fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42319K,"Greenstick fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42319P,"Greenstick fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42321K,"Displaced transverse fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42321P,"Displaced transverse fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42322K,"Displaced transverse fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42322P,"Displaced transverse fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42323K,"Displaced transverse fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42323P,"Displaced transverse fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42324K,"Nondisplaced transverse fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42324P,"Nondisplaced transverse fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42325K,"Nondisplaced transverse fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42325P,"Nondisplaced transverse fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42326K,"Nondisplaced transverse fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42326P,"Nondisplaced transverse fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42331K,"Displaced oblique fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42331P,"Displaced oblique fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42332K,"Displaced oblique fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42332P,"Displaced oblique fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42333K,"Displaced oblique fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42333P,"Displaced oblique fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42334K,"Nondisplaced oblique fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42334P,"Nondisplaced oblique fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42335K,"Nondisplaced oblique fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42335P,"Nondisplaced oblique fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42336K,"Nondisplaced oblique fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42336P,"Nondisplaced oblique fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42341K,"Displaced spiral fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42341P,"Displaced spiral fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42342K,"Displaced spiral fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42342P,"Displaced spiral fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42343K,"Displaced spiral fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42343P,"Displaced spiral fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42344K,"Nondisplaced spiral fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42344P,"Nondisplaced spiral fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42345K,"Nondisplaced spiral fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42345P,"Nondisplaced spiral fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42346K,"Nondisplaced spiral fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42346P,"Nondisplaced spiral fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42351K,"Displaced comminuted fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42351P,"Displaced comminuted fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42352K,"Displaced comminuted fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42352P,"Displaced comminuted fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42353K,"Displaced comminuted fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42353P,"Displaced comminuted fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42354K,"Nondisplaced comminuted fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42354P,"Nondisplaced comminuted fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42355K,"Nondisplaced comminuted fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42355P,"Nondisplaced comminuted fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42356K,"Nondisplaced comminuted fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42356P,"Nondisplaced comminuted fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42361K,"Displaced segmental fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42361P,"Displaced segmental fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42362K,"Displaced segmental fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42362P,"Displaced segmental fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42363K,"Displaced segmental fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,S42363P,"Displaced segmental fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion"
